"store","id","original_ean","original_name","original_description","current_price","promo_price"
Casa Ley,"0e1e3e0e-7e16-4964-9114-3578eda8197d","7502277762528",Mascarilla adulto estampado one 10 pz,"",$47.50,$41.80
Casa Ley,"95a34bf4-991e-4e01-8172-276035f2402f","7501441604121",Refresco botella piña jarritos  2 lt,"",$23.50,$0.00
Casa Ley,"78904d92-37b9-4a92-8cd0-c16d5bcfabe5","0012957100016",Salsa botanera picante huichol 190 gr,"",$13.90,$10.90
Casa Ley,"789b640d-4f38-4137-91cb-0b11a2b72813","0085081593528",Sarten carbon steel 11 gibson 1 pz,"",$199.90,$0.00
Casa Ley,b2f0b280-1b82-4da9-a91a-6c946e8ef49f,"7501055329298",Bebida frutas ion4 powerade 500 ml,"",$19.00,$0.00
Casa Ley,"21f53aea-af58-4b22-bbd1-2f4435fd401e","2050000128646",Bebida alcoholica preparada new mix sangrita el jimador 2 lt,"",$95.00,$0.00
Casa Ley,"7519a1a1-276f-4e5a-b489-558cf540ebad","7501057005312",Caladryl suspension valeant 180 ml,"",$253.94,$198.07
Casa Ley,"4e2bbe75-c231-408a-afdf-3cba2608a635","3499320012812",Cetaphil gel grasa 1 pz,"",$366.21,$256.35
Casa Ley,"344d8229-845a-4bfc-b4ef-331f29840388","7501032485597",Bebida alcoholica preparada perla purpura 473 ml,"",$38.00,$0.00
Casa Ley,"86fb3081-89e3-4ea4-976b-20d93b654abf","0101209500022",Chamoy los reyes  1 lt,"",$27.90,$0.00
Casa Ley,cb938a59-6840-4fde-88e0-7cd04c905b6b,"7502277762566",Mascarilla infantil estampado one 10 pz,"",$47.50,$34.67
Casa Ley,b917d9c6-3b16-41a6-900b-e2a70d306659,"7501055310784",Bebida frutas ion4 powerade 600 ml,"",$22.00,$0.00
Casa Ley,"666c83ab-c11f-434d-8293-ea5c5731af3e","7503014224026",Salsa chile arbol india brava  355 ml,"",$19.90,$14.93
Casa Ley,dffe7a55-4135-4605-8046-15f224ae6f2f,"7501032922825",Limpiador liquido multisuperfi trigger 650ml pledge 1 pz,"",$79.90,$0.00
Casa Ley,"88af0c75-000d-4840-8942-0574b2ddccfc","7502277762535",Mascarilla infantil estampado one 5 pz,"",$26.50,$19.34
Casa Ley,a98ef58e-65fb-444a-b55b-19ef29daa7eb,"7500462563363",Salsa chile de arbol mi mexico 160 gr,"",$15.90,$0.00
Casa Ley,"1c265c7c-93f0-47c1-b514-433316a4d6ca","7501055303786",Refresco botella toronja fresca  600 ml,"",$16.00,$0.00
Casa Ley,"166833ed-8008-463b-8ad4-85e9fc3dd4e8","7502277762559",Mascarilla infantil estampado one 5 pz,"",$26.50,$19.34
Casa Ley,"7a853b66-fd07-4864-809b-88d0a28bf2bf","7501055329267",Bebida moras ion 4 powerade 500 ml,"",$19.00,$0.00
Casa Ley,"9b6e28cb-0666-4631-a64e-1918342b56b6","2050003997997",Mascarilla kf94 adulto negro one 1 pz,"",$20.90,$18.39
Casa Ley,"7155c565-c833-4f76-a322-3c4e91bfff51","7501055310586",Refresco fresa fanta 3 lt,"",$39.00,$36.90
Casa Ley,"1f888ace-48ac-4988-9c8a-1e4a4901ccd9","7502277762092",Mascarilla kf94 infantil blanco one 1 pz,"",$20.90,$18.39
Casa Ley,"3f840ca5-41fc-4430-a284-1eed388eba06","4211125463045",Tiras reactivas beurer 1 pz,"",$399.00,$0.00
Casa Ley,"3f32dcc4-f558-418f-a0a3-72fb7b6f5599","7501055363186",Refresco lata sprite 355 ml,"",$16.00,$0.00
Casa Ley,"5dcc18f9-e55e-43ba-af7d-dab23356da41","7501299303030",Cicloferon crema 10 mg,"",$345.00,$248.40
Casa Ley,dea7654d-3d7b-4be9-830e-936483339efa,"7501299303047",Cicloferon crema 2 gr,"",$85.00,$60.35
Casa Ley,ec7910ad-0227-46e0-ad24-ac8a0bf0e216,"7502247080454",Bebida preparada gran douglas euphoric 473 ml,"",$26.50,$0.00
Casa Ley,"3b05d3ef-1803-4480-b823-50902335ff10","7501299355039",Cicloferon crema xtreem 2 gr,"",$100.00,$69.00
Casa Ley,a01e8ebe-2f65-4700-8258-baef3b700c04,"7506306215504",Desodorante aerosol caballero attraction ego 96 gr,"",$49.50,$0.00
Casa Ley,"5d164ca8-b91c-4fc2-bad0-bfefb825291d","0780083142537",Collicort 1 crema caj 60 gr,"",$100.90,$64.58
Casa Ley,f4600971-a976-4b64-8c07-0d79fba359f3,"7501055303878",Refresco naranja fanta  2 lt,"",$29.00,$26.90
Casa Ley,e7774c8e-2288-49fd-86d7-5ececf3172e0,"7501463301350",Vaso copro con tapa rosca edigar 1 pz,"",$15.00,$0.00
Casa Ley,"6eb23400-6878-44a9-920b-6c403f33bae6","7501032485566",Bebida preprada medusa ultravioleta 2 lt,"",$87.50,$0.00
Casa Ley,f7436d6f-4178-4bb3-af86-f29079d78e84,"7503015771093",Salsa karapoa 205 ml,"",$23.90,$0.00
Casa Ley,"7e464fbc-c6ee-40bc-8be2-b15e404fd545","3337875597296",Crema removedora de pies cerave 1 pz,"",$289.00,$231.20
Casa Ley,"9525e397-7396-40a3-a2ce-9f85487b4c9b","7502004716602",Carne para hamburguesa de pechuga pilgrims 700 gr,"",$144.50,$105.50
Casa Ley,ae719abe-5884-43c8-a331-82363207559d,"7501505630073",Refresco sangria casera  600 ml,"",$14.50,$0.00
Casa Ley,"7d0334b3-cb01-4871-864d-bb6ec152a0d2","7501716106336",Abrillantador para autos llantas y tableros platinum 1 lt,"",$49.90,$0.00
Casa Ley,"763ad29d-45b7-453e-89d9-30942fa5732d","7501053106228",Vino rosado la cetto blanc de zinfadel 187 ml,"",$59.00,$0.00
Casa Ley,d501de09-2365-47d9-9476-044e860ac639,"7501043111959",Dermatovate 0.044g unguento 40 gr,"",$840.30,$638.63
Casa Ley,"2ff18fa1-f202-4432-a149-dd29e722503d","7806810251037",Abrelatas reforzado diseñ ilko    1 pz,"",$283.00,$0.00
Casa Ley,bf4d333c-5b25-4f27-b8c8-6d08ddaef879,"0861883000040",Salsa para mariscos habanero culichi  190 ml,"",$29.90,$0.00
Casa Ley,bb6463ad-89aa-4dae-a097-a17d92fe70b6,"0724836055033",Salsa picante etiqueta negra amor  1 lt,"",$26.50,$0.00
Casa Ley,"52c6bd93-c079-4b63-be86-05d36c0d8b95","7501055310586",Refresco botella fresa fanta  3 lt,"",$48.00,$42.90
Casa Ley,"8189bb97-fa1a-49fa-a5bd-f857a6baee78","7896116861566",Diane 35mg grageas 21 pz,"",$697.00,$543.66
Casa Ley,"3e859015-34fd-44e0-bfae-ca29e8ad9a64","7501518494655",Carne para hamburguesa sirloin griller 904 gr,"",$143.90,$113.50
Casa Ley,"877b3198-97c1-4dd5-bc8c-65f00cf88cea","7501055305230",Refresco botella fresa fanta  600 ml,"",$19.00,$0.00
Casa Ley,"28ea821d-c304-484f-a004-65ab1024d43a","7502268541477",Electrolife zero naranja mandarina pisa 625 ml,"",$22.90,$0.00
Casa Ley,"783a2d1d-210c-4144-81f3-0ede506c33e5","7501050600286",Diprosone g cra  30 gr,"",$360.87,$281.48
Casa Ley,a2688b5e-abb9-4e3e-832e-aef3ac7b1213,"7899706149198",Effaclar barra la roche posay 1 pz,"",$199.00,$159.20
Casa Ley,a4340854-520f-47a5-987c-3edffc1623b3,"7501630202701",Anticongelante climatizado a-02 3.785 litros motor pro 1 pz,"",$102.90,$0.00
Casa Ley,c5c8b5b9-2095-42ee-8024-70adfe556338,"0000000004036",Refresco diet pepsi cola 355 ml,"",$14.90,$0.00
Casa Ley,"2436c673-bc84-40fb-9762-e44d3815873c","0861883000026",Salsa picante tradicional culichi 190 ml,"",$19.90,$0.00
Casa Ley,"8e940e5b-57bf-4c97-bdb5-dd2c56aaef70","3337875598071",Effaclar duo la roche posay 1 pz,"",$659.00,$527.20
Casa Ley,"2bcde430-234f-4c95-a180-85d8ca0c6491","7503023807517",Tortita papa mccain 488 gr,"",$81.50,$62.90
Casa Ley,"60fd3d86-821c-435a-ae13-160ffcfac392","7501055305629",Refresco botella limon sprite  600 ml,"",$19.00,$0.00
Casa Ley,"16866096-fc3a-4c53-bc7e-e42533f5c752","2000037850096",Cacahuate bolsa sazonado mafer 180 gr,"",$43.00,$0.00
Casa Ley,"168c7fa6-8cba-48f1-8688-831f96ee3c03","7503024416572",Bebida sidra strongbow red berries 330 ml,"",$24.00,$0.00
Casa Ley,ae6584b1-cd11-496c-b9a1-d550d692c260,"0739907000010",Harina precocida blanca pan 1 kg,"",$79.90,$0.00
Casa Ley,"15311ba5-b508-4f65-ae1a-f86282f509bc","7503012580094",Botana surtida lolys 140 gr,"",$29.90,$0.00
